24,ResponseId,Q79,Q32,,Q22,Q22_23_TEXT,*********,Q29,Q29_12_TEXT,Q55,Q50,Q50_4_TEXT,Q56#1_1,Q56#1_2,Q56#1_3,Q56#1_4,Q56#1_5,Q56#1_6,Q56#1_7,Q56#1_8,Q56#1_9,Q56#1_10,Q56#1_11,Q61,Q57#1_1,Q57#1_2,Q57#1_3,Q57#1_4,Q57#1_5,Q57#1_6,Q57#1_7,Q57#1_8,Q57#1_9,Q57#1_10,Q57#1_10_TEXT,Q62,Q67,Q67_5_TEXT,Q68,Q69,Q70,Q46,Q47,Q48,Q58,Q59,Q60,CODING,RESEARCHER,Q71,Q70,Q71,Q74,Q75,Q49,Q44,Q51,Q52,Q52_11_TEXT,Q78,Q27
5/6/2020 6:15:39,R_3saxf2e7CS723th,removed for now,removed for now,,Physics and Astronomy,,Student,Undergraduate,,,Attended community college,,1,,"1,2",0,"1,2",1,1,2,2,0,0,,2,2,2,2,"2,3","2,3",0,0,2,,,,"Yes, explicitly mentioning COVID-19",,Letting us quickly know what decisions are being made. I.e. promptly telling us that campus was closing. ,Stressed. Because it's hard to find relief in being told that everything is changing. ,Hope for the best. That's all I could really do. ,Not having a definite answer to if the campus will be open again in the fall.,Frustrated because I need to know if I'm going to be stuck with online learning. ,Pace in my front yard because that's how I blow off steam. ,All my teachers and the dean constantly giving me updates.,Meh,Pray,Not supported,Laleh,What's going to be happening in the fall semester.,CHANGED,I'm putting in way less effort into my studies. I am not taking summer classes.,,,Man,No,Heterosexual or straight,White,,I'm more depressed and tired and anxious. ,Submit
4/17/2020 19:58:22,R_3shMYqhDYfILWas,removed for now,removed for now,,"Computer and Information Science and Engineering,STEM Education and Learning ",,Student,Undergraduate,,University of Michigan PhD,None of these,,0,0,0,0,2,"1,2",0,2,2,0,0,,2,2,2,2,2,0,2,0,2,,,,"Yes, explicitly mentioning COVID-19",,"Some classes lowered grading cutoffs, which is helpful",I felt more relaxed about that class,Nothing,"My school decided to go to an elective Credit/No Credit system, but the catch is you then have to earn a C- to pass instead of the normal D-. That graduation is canceled, along with everything else.",I feel like the grading scheme is a cop-out. I feel like they don't understand how hard it is to be a student right now -- especially as a senior whose life has basically been ripped apart. I guess they can't really do anything about graduation. ,Get really stressed because I'm having a lot of trouble completing work I need to do to graduate due to a poor work environment and mental health made way worse by never being able to see anyone,"Talked about the communications with my advisor, about what is good/bad, and about how students are probably going to cheat even if the school tries to use proctoring systems",Sort of apathetic,Nothing,Not supported,Laleh,Whether I've earned a passing grade in my classes. That's honestly all I care about at this point.,CHANGED,"My internship will be entirely remote, so I won't be moving. I ended up choosing the grad school closer to the home in the city I've been to multiple times before with the advisor I've met in person before, because I couldn't imagine moving across the country to a campus I've never visited to work with people I've never met physically right now.",Somewhat,I was supposed to do experiments with K-12 classroom participants next year. I don't know if that will be possible.,Woman,No,Asexual,White,,"I had a job last summer that really messed with my mental health, and where I live now is the environment I was in during that and being here and isolated from all of my friends has really negated a lot of the progress I made in the last year.",Submit
3/8/2021 17:57:02,R_3UxuutHhLUNUg6J,removed for now,removed for now,,Life Sciences,,Professional,Faculty,,,First generation to college (no parent/guardian in the household is a college graduate),,0,0,1,0,"1,2","1,2",0,0,1,2,2,,2,0,0,0,0,0,2,0,0,,,I am worried that I will not get tenure. I have a young child and there has been no relief from teaching or service responsibilities. I cannot get the time and space for research to keep up with the expectations of my Department and they are not adjusting them.,"Yes, explicitly mentioning COVID-19",,testing and vaccination.,Better.,Got vaccinated and regularly tested.,Unreasonable work expectations in light of having no childcare,angry,withdrew from several campus events.,Many colleagues,Angry,Did not talk to those colleagues anymore.,Not supported,Laleh,I am worried that I will not get tenure. I have a young child and there has been no relief from teaching or service responsibilities. I cannot get the time and space for research to keep up with the expectations of my Department and they are not adjusting them.,CHANGED,,It has changed my plans,,Woman,No,Bisexual,White,,,Submit
8/2/2021 11:16:22,R_3vFQyqWnzI3c3QZ,removed for now,removed for now,,Life Sciences,,Professional,Employee (including Postdoctoral Scholars),,,None of these,,0,1,0,2,2,1,1,2,2,0,0,,2,0,2,0,1,2,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,"Website, and emails from middle-level staffs.","Somewhat helpful, the instructions on how to do remote-connect to campus computers has been instrumental. The undergrads received far more useful resources than grads. ",Followed the guidance and avoid going on campus as much as I can.,Early emails from the president; and early school senate meetings,"Entirely performative. The president promoted ""the old college try"" attitude in order to maintain the school's image on top of increasing austerity measures. More limitations (SOP, increased requirement of teaching, shortage of school grants) and not enough assistance (such as long-distance learning equipments, software subscription stipends, childcare, livable wages...) were provided to grad students.",I joined AFT Academics and an on-campus graduate student labor movement. I also avoided ,"School senate meetings with Protect Purdue taskforce (consisted of school administration personnels), virtual meeting with grad school dean","Grad school dean has been trying their best, but school administration felt very condescending.","Engaged with grad school dean and try to voice our grievances to them. Through labor movement, continue to pressure school administration, to some results.",Not supported,Laleh,"Assistance for international students, or students with international families, whose travel and in-person study has been disrupted indefinitely.",CHANGED,"I was interested in applying for a postdoc in the UK. But given the current development of COVID-19 in the UK and the lack of care of both our and their government, I don't feel safe working in the UK anymore.",Somewhat,,Woman,No,Asexual,Asian,,"My family is in China. Given that COVID-19 situation is still dangerous in the US with the delta variant surge, and US's politicizing of this pandemic jeopardizing Sino-US relation and Asian American lives, I could not travel to my parents' and grandparents' home, nor do I feel safe even living in the US where I have citizenship.",Submit
4/10/2020 9:41:00,R_4G72624q9jDWDGF,removed for now,removed for now,,Physics and Astronomy,,Student,Undergraduate,,Ph.D.,None of these,,0,2,0,0,"1,2","1,2",2,2,2,0,0,"Was kicked out of university housing, but my roommate tested positive for COVID while I was out of town, and I could not return to retrieve my belongings until she recovered (which thankfully she did), and the school cleaned my room. I was given 3 days to completely pack and move before the deadline to receive a housing refund (whereas the rest of the school had weeks). I am currently couch surfing/crashing on at a friend's place. ",2,2,2,2,2,2,2,0,2,,,"I am graduating, was admitted to grad programs, and taking a year off. I'm unsure about whether my summer job will work out, it's harder to determine whether I will then have a job in the fall, and I'm having trouble deciding where to pick for grad school. It's also extremely difficult to finish my degree remotely, especially having just been moved out of my housing. ","Yes, explicitly mentioning COVID-19",,"Emails about going pass/fail, resources (sort of)","Indifferent. They're doing what they can, and we're in a global pandemic.",Trying my best in classes...all I can do. ,Almost no explicit communication about financial assistance and when/how we will receive refunds.  ,Frustrated and worried for the future. ,I have it on my agenda to bug the bursar...,n/a,n/a,n/a,Not supported,Laleh,I am really most waiting on word about housing refund money. ,CHANGED,"Since I am definitely taking a year off, but unsure if I can work in physics at a lab in the meantime, I am now trying to secure any type of work—I'm primarily looking for a retail or restaurant job as a backup plan now. ",,,Woman,No,Bisexual,"Asian,White,Mixed Race (two or more races)",,,Submit
4/25/2021 7:51:10,R_4IKeQLsl3WIddwB,removed for now,removed for now,,Life Sciences,Entomology,Student,Graduate student (second-year or above),,Ph. D. Of Entomology ,Attended community college,,0,0,0,0,0,0,0,2,2,"2,3","2,3","Luckily, I could afford to purchase a tablet for my 7 year old daughter to attend her online classes while in the field with me. She spent all of 2020 spring semester and half of 2020 summer in my truck while I conducted research in the field. My daughter has missed out on a year's worth of childhood, she's been forced to become independent ( i.e. make her own food, ensure she logs into her classes on time, and prepare for her days responsibilities away from home and school). ","2,3",2,2,"2,3","2,3",0,0,2,"2,3",,,"With the lack of child care and still attending online classes myself, it has been very difficult to stay on top of my and my daughter's academic responsibilities. Email communication has been at an all-time high, wifi could not always support my meetings, many professors did not transition to online class in a smooth fashion, which I'm afraid, has resulted in gaps in my education as an academic Profesional. There were any times where I felt that I needed to withdraw from my classes to ensure my daughter recieved proper care. Last year, a University wide hiring freeze prevented me from hiring employees to carry out a busy research season. This forced me to conduct everything on my own as my research was deemed essential and my advisor was stuck home. I did not have the support needed for my workload, therefore I worked +80 hours per week to stay on top of everything while my 7 year old daughter stayed in my truck or found ways to entertain herself.","Yes, explicitly mentioning COVID-19",,My school approved my research as essential so I was the ONLY student (graduate and undergraduate) in my department that was approved to continue with my research. My department and professors were very understanding and allowed me (upon request) to submit late assignments. ,"I felt very fortunate. Many times I felt alone, the ""Momma Bear"" in me drove me to uphold my responsibilities and ultimately what help me get through. I felt that failure was not an option. I didn't want to let down my advisor and my academic peers, knowing that I was the only one allowed to continue research, I felt that I HAD to complete it. I felt worn out (too much work for 1 person to take on), emotionally drained (always needing to hold it together since my daughter was with me 24/7), and many times I felt like giving up (I didn't think I could do it, I didn't think it was fair to my daughter, the lack of support caused me to work so much that I wasn't always as sharp as I needed to be to conduct proper research and many experiments failed). What kept me going is my daughter, I wanted to show her how to be strong and make the best out of an unfortunate experience. We adopted the phrase ""Winners never quit"" and lived by those words. My professors and my advisor made me feel important and empowered, they supported me via email by allowing me to miss meetings and submit assignments late. They were impressed with how I carried on despite my circumstances and expressed their feelings which validated my feelings and empowered me to continue. ","I never gave up. I'm still here. I learned that I am stronger than I think I am and am capable of handling more than I know. I thrived, like a seed falling between the cracks of a sidewalk... the only thing I could do was keep growing against the pressures of my environment. ",Locking down entire buildings for months at a time inhibited me from collecting materials needed to be a successful student and researcher. ,"I had mixed emotions when reading that I was no longer allowed in my own office. I felt sad because I knew I had friends from other countries which had no one else here in the states to confide in. While I understood why it was done, I felt let down. I fought to continue my research but my University did not fight to allow me to continue in an easy manor. I was forced to improvise with everything which only made everything more difficult.","I found a way to make it all work. Somethings were not done at all, other things were not done properly. I didn't give up. ",The only people that I've spoken to is my advisors and community members. I was forced to take a TA position which added to my workload and responsibilities and increased my dependancy on wifi and limited my ability to conduct my research and keep my honey bee colonies alive. ,"I feel that it was the only way to do things, there was no other option. Now that this school year is almost over, I feel proud of myself but in September 2020 I felt that failure was eminent. ","I never gave up. I didn't perform as well in classes but I upheld all of my responsibilities, I kept my colonies alive (to the best of my ability), and I passed all my classes. ",Not supported,Laleh,"I'm waiting for my university to open back up, 100%. I need to be able to carry on normal in-person meetings, classes, and conversations. It's taken me weeks to get approved to hold a beekeeper and grower meeting with 12 people involved. I've finally gained approval and am now struggling to find a way to conduct a presentation with PowerPoint slides outside in a tent. ",CHANGED,I was forced to take a TA position which added to my workload and responsibilities and increased my dependancy on wifi and limited my ability to conduct my research and keep my honey bee colonies alive. ,Somewhat,I was unable to hire help last year which forced me to work 3 peoples jobs and many experimental projects were comprised. ,Woman,No,Heterosexual or straight,White,,"I am one of the only graduate students that I know, who was able to continue with my 2020 research. I was fortunate, many other were not. My daughter and I had the communities needed to be successful, many others do not. Asking an entire country to quarantine without communities and support in place to handle such a drastic change was toxic to our citizens. Fear has driven many people to do things that they typically wouldn't. Single parents and children of single parents, probably struggled more than any other group/community. If we are forced into another quarantine in the future, I believe that universities should provide community support groups to help others cope with these difficult times. Support can be offered via zoom and other programs to allow for face-to-face interactions. ",Submit
6/22/2021 6:24:22,R_4JFtu9m0Eo7HnVL,removed for now,removed for now,,Chemistry,,Student,Graduate student (second-year or above),,,None of these,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,Emails about new university policies.,Ugh. Okay here we go again.,Followed policies even when incredibly stupid.,Everything other than policy was ignored.,Here we go again...,Nothing,N/A,N/A,N/A,Not supported,Laleh,N/A,CHANGED,University jobs seem absolutely terrible now instead of just bad.,Somewhat,Had a hard time collecting some data but won't affect things too much.,Man,No,Heterosexual or straight,White,,,Submit
7/13/2021 8:46:49,R_4OyJpguc76JxUw9,removed for now,removed for now,,"Life Sciences,Physics and Astronomy",,Student,Graduate student (second-year or above),,Ph.D.,None of these,,0,0,0,0,2,"1,2",2,0,0,0,0,,2,0,0,2,2,2,0,2,2,,,,"Yes, explicitly mentioning COVID-19",,"They have kept us well updated about the school's current policies. In addition, we do weekly testing, which helps to reduce concerns about who may be infectious, and they have mandated vaccines by anyone on campus next semester.","Much of the communication has been confusing, as the policies are being actively updated and changed. There have definitely been emails which contradicted each other, which is frustrating, but understandable. Sometimes relieved as things have opened up, sometimes angry or exasperated as policies are put in place that don't actually make any sense. Grateful that I know all of my colleagues are vaccinated and being tested weekly because it makes me feel more safe.","Usually I chat with other people in my department--to get better clarification if something was confusing, to commiserate if it was sad or disappointing, or to celebrate if it was good news","Anything contradictory, or that obstructs our ability to make it to campus--that is by removing a mode of transportation. There have been a lot of emails with rules that contradict each other, or policies surrounding carpools or bus access that don't make sense and make it harder to access campus even when the labs are open","Frustrated, angry, upset",Commiserate with coworkers. Occasionally email those in charge for clarification.,"A lot of discussions with colleagues and lab members. Sometimes just to be sympathetic or supportive (ex: working from home is so hard, this is such a scary time, it's ok to not be productive). Sometimes to clarify boundaries (ex: do you want me to wear my mask in this place or that, who is allowed in what space). Many just discussing the science of covid itself as it has developed.","Sometimes better, sometimes worse. It has really fluctuated. I always appreciate hearing that others are in the same boat as me, but sometimes having an interaction that is a ghost version of something I used to enjoy (ex: having a 'lab party' over zoom), can make the loss extremely poignant. ",Usually nothing. Go back to what I was doing before the conversation. ,Not supported,Laleh,I would like more updates about what the school anticipates in regards to the delta variant--are they worried about it or not. I would like to know what the qualifications are of the people who are making the covid policies (are they scientists?).,CHANGED,More concerned about job availability,Not at all,,"Genderfluid, Genderqueer, or Gender Non-conforming",No,Asexual,White,,,Submit
3/13/2021 15:09:12,R_4SJCppPPrlAv3Db,removed for now,removed for now,,Geosciences,,Student,First-year graduate student,,,None of these,,0,0,0,0,2,2,0,2,0,0,0,,2,2,0,0,2,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,Provide weekly testing sign-ups.,. ,.,"Tests are available to all residents of Utah starting April 1, yet I've received no email from the University regarding a vaccine rollout for at least faculty and/or graduate students.","The University is not being transparent at all, and I would appreciate it if they were as this is a very serious issue that we've all been dealing with for over a year and would like a plan.",Scheduled a COVID test with a pharmacy in the area instead of waiting on the University.,"Online classes, meetings with other students in cohort, meetings with research advisor, emails to professors and advisor","When asking my research advisor questions over email, I almost felt like I was being ""spoon-fed"" information related to my thesis. Although my advisor definitely does not feel this way, I attribute my stance on this to being unable to discuss questions with my advisor in person. ",. ,Not supported,Laleh,. ,CHANGED,"In February 2020 when I was accepted to the University of Utah as an incoming graduate student for Fall 2020, I was expected to attend NASA's CPEX-AW field campaign in July and August 2020. The campaign was rescheduled to summer 2021, and I am awaiting whether it will be occurring this summer or not.",It has changed my plans,,Man,No,Heterosexual or straight,White,,,Submit
5/7/2020 17:54:57,R_50FVwgjbnM7oJAl,removed for now,removed for now,,"Computer and Information Science and Engineering,Engineering",,Student,Graduate student (second-year or above),,Electrical Engineering and Computer Sciences PhD program,None of these,,0,0,0,0,0,2,0,2,0,0,0,,0,0,"1,2",2,2,0,0,2,2,New issue due to COVID-19,Ergonomics at home,"I don't have a good desk chair (and I don't have room for one in my apt, I'm already using a folding table as a desk), and my back has started hurting a lot more than before. Also no air conditioning at home which makes it really hard to get things done when it's hot out.","Yes, explicitly mentioning COVID-19",,"I'm teaching a course this summer, so I guess the information from the school regarding making summer courses online had be ""helpful"" in that we needed guidance about what to do. It would have been better is the school had directly communicated with instructors instead of only sending mass emails to all students.","I think it's good that the school is making concrete decisions about summer teaching, but I wish they'd be better about communicating with instructors or soliciting feedback before making announcements to students. Also I think I should get paid more since running a new online class is a lot more work than repeating an in person course.",We'll run the summer class online.,"The school sends lots of info that is very vague and not helpful. Like ""we care about you and hope you are staying safe and have not made any decisions regarding fall and students must still pay campus fees.""","I feel ambivalent. I don't really think the administration cares about students, so it feels pretty empty and I mostly ignore these expressions of supposed goodwill. But they should waive campus fees...","Nothing, expect be annoyed on behalf of undergrads paying too much for higher education.",N/A,N/A,N/A,Not supported,Laleh,"I think everyone is waiting to hear what the fall will look like. I'm also curious about how research operations will start up again: what does an intermediate stage of ""open"" look like? will small group meetings be allowed? only solo lab activities that can't be done from home?",CHANGED,"I think it's going to make my upcoming job search more difficult and I am wary of that. I was also hoping to have some good networking at conferences this year in prep for job search, but it's much harder to do that remotely.",Somewhat,"I'm trying to avoid projects with lab work, and am focusing more on simulation-based research.",Woman,No,Heterosexual or straight,"Asian,White,Mixed Race (two or more races)",,N/A,Submit
5/11/2021 7:33:13,R_5AN7APjRs2nyUAV,removed for now,removed for now,,"Chemistry,Engineering,Materials Science",,Professional,Faculty,,,None of these,,2,,0,0,2,2,0,2,2,0,0,"The University's draconian measures hampered my teaching ability and took away valuable time for endless testing. Given the VERY low mortality rate in young people, I think they went way too far. ",2,0,0,2,2,2,2,2,2,New issue due to COVID-19,University Funding Issues,The State has slashed university funding by &gt;30% since the COVID-19 outbreak. This makes it difficult to acquire the necessary parts to keep vital research equipment running. ,"Yes, explicitly mentioning COVID-19",,Just what hoops I had to jump through to not get fired. ,"It was quite authoritarian, especially in the beginning. They have easy off somewhat. ","Minimum compliance to remain employed, because I do not consider this to be a serious threat to the overall campus community. ",The constant emails to get the vaccine. We already know where to get if we want it. Offering incentives isn't going to change a person's mind. ,It reeks of desperation on their part. ,"Nothing, because I have no intention of getting the vaccine based on medical advice. ",I got a letter of reprimand for failing to complete a weekly test. However they had failed to inform us that they had moved the testing center across campus. ,I thought it was unduly harsh and quite unfair given the circumstances. ,Wrote a formal letter of rebuttal to be included in my personnel file. ,Not supported,Laleh,When we can finally take the damn masks off. ,CHANGED,If the university loses funding for my position I will have to seek out a new one. ,Somewhat,"Due to lack of funding, obtaining replacement parts for critical instrumentation has greatly slowed my research and that of others. ",Man,No,Heterosexual or straight,White,,"The university's mandatory ADA training came in handy. When the statewide mask mandate was in effect I could just say ""I have a medical condition that makes it dangerous for me to do that"" and it worked like a magic spell in letting me shop and work out without a filthy rag on my face. Because the University allows you to not wear a mask as long as you are in your office with the door closed I have had less interaction with students. I actually do have a medical condition that makes wearing a mask for prolonged periods potentially dangerous. ",Submit
5/11/2020 12:51:10,R_5ps6CnM7ZxL9gsx,removed for now,removed for now,,Life Sciences,,Professional,Faculty,,,None of these,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,"Email, ZOOM meetings and forums","Could always use more and better information.  Decisions seem to have come sporadically, and certainly were contradictory at first.",Continued to push for more clarity.,"Whiplash, do this, no now this, etc.  By email.",Resentful and exhausted.  But it's been improving.,"Agian, pushed for more clarity.","email, phone, virtual meetings","Communication was helpful, seeing what was clear for others and checking my own perceptions","Passed on as accurate and up to date info possible, without sending out half-baked goods.",Not supported,Laleh,"DATA derived from testing (both for infection prevalence, transmission, rates, and fro immunity building up, e.g. anti-body/immunity testing), to get an idea of how we can plan to move forward.  ",CHANGED,Potential impacts on sabbatical leave next year.,Somewhat,Potential impacts on sabbatical leave next year. so research.,Man,No,Not listed above,White,,"Completely predictable event, repeated in history, accelerating in our high populated, pathogen-exposed, and connected world.  Pathogens were bound to find us and exploit out vulnerabilities.  Twas ever thus.  ",Submit
5/11/2021 10:12:17,R_5vwhYa1zZPEWaOt,removed for now,removed for now,,Engineering,,Professional,Faculty,,,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college)",,0,0,0,0,2,2,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,,,,"Yes, explicitly mentioning COVID-19",,Useful information only came out in small pieces over time in multiple emails.,Not worth the time of the administration.,Made my best guess as to what to do and did it.,Multiple emails with incomplete and contradictory information.  At the beginning it was hard to even read all of the emails.  There was no coordination in sending out information.  Early information appeared to think that we were all students and very little early information focused on faculty and staff.,Confused.,Sat around and waited for subsequent communication.,I was on a university wide committee that was focused on schedule and instructional delivery.  There were three other campus committees focused on other topics.  I was on a subsequent university wide task force looking at COVID effects on faculty.,"While the ideas for both of these committees was good, consensus based recommendations and conclusions were thrown aside to respond to political pressure (from the governor and state legislature through the board to the president).  This resulted in many unexplained and inconsistent last minute changes.  People across campus then ""blamed"" the committee for the confusing changes.",I tried to be open and honest.  Can't say that the upper administration was interested in honesty.  They were focused on the politics.,Not supported,Laleh,None at the moment.,CHANGED,I am in the process of applying for positions at other institutions due to the dire financial forecast for this state and and university.  COVID dramatically decreased the number of other institutions that were hiring this past year.,Somewhat,Everything has been delayed/deferred as I spent more time delivering course material.,Man,No,Not listed above,White,,"The university came up with some accommodations for pre-tenure faculty, but then limited the applicability (e.g., if you have already received a deferral for a child, you don't get a COVID deferral). Does not affect me personally.  COVID will also delay promotion for many associates to full professor (this has an economic affect) and no accommodations are forthcoming.",Submit
6/14/2021 4:58:25,R_5yX5fXZmtqMejiV,removed for now,removed for now,,Physics and Astronomy,,Professional,Faculty,,,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college)",,1,1,1,1,1,1,1,1,1,0,0,,1,0,1,1,1,"1,3","1,3","1,3",0,,,,"Yes, explicitly mentioning COVID-19",,N/A,N/A,Nothing.,Various updates and vague references to general actions that plan to be taken without any real specific details or timelines.,Irritated.,Nothing.,None.,N/A,Nothing.,Not supported,Laleh,Job security information.,NO CHANGE,,,,Man,No,Heterosexual or straight,White,,"It's not that COVID directly impacted me in any way that I could not adapt to things, it's that there has been such an emphasis on everything being overwhelmingly difficult because of the change and as a result, everyone uses it as a crutch to avoid dealing with change.  The transition to online/remote learning has not changed anything other than no longer being physically present in the classroom.  The class times are the same, work is the same, and exams are the same.  Students and faculty simply lack the self discipline to keep up with studies and work.  The constant talking about how difficult things are now has become a blanket excuse for not putting the effort in to maintaining proper schedules and work habits.  ",Submit
3/29/2021 6:45:45,R_6i11mGM9qrsiKwF,removed for now,removed for now,,Mathematical Sciences,,Student,First-year graduate student,,PhD,None of these,,0,0,"1,3",0,2,"2,3",0,2,2,0,0,"I feel like mental health is a serious issue right now, and right when lots of people are struggling with it, it's harder than ever to get help. Scheduling time with a therapist/counselor is difficult, you can't even go there in person, having yet another video call is draining, and masks hide everyone's emotions in public. ",2,2,2,0,0,0,0,0,2,,,"It is so hard to stay motivated when working from home. I don't even have a desk at home (I'm sure the ergonomics of my workspace is terrible). It's my first year in graduate school, and it is so isolating to move to a new place and start a new program while feeling like I'm supposed to be isolated from everyone. Yet at the same time, I'm still expected to be just as productive as a regular first year. I don't know what keeps me from quitting.","Yes, explicitly mentioning COVID-19",,"The most helpful information has probably been information about vaccine availability, and also information about the format of classes for each semester (whether primarily in-person, hybrid, or online). They always inform me of measures they're taking to slow spread.","Lonely. Misunderstood. Brushed aside. People always talk about COVID measures as though they're doing it for YOU. ""Oh, we're keeping you locked away from all resources for YOUR HEALTH!! :)"" They always try to put a positive spin on it. But the measures they're putting in place are what's adding to my stress and spiraling mental health issues. Not that I don't think they should have safety measures; but I wish they'd acknowledge that it's not necessarily good for me. It's good for the community at large, but on an individual scale it's really hard. I definitely don't feel like ""we're all in this together."" Why would I? I don't know anyone at this school except as little boxed faces on screens. I'm just suffering by myself. I still say it's ""helpful"" because I do want to know the state of the campus, and when we're coming back in person, but it seems like the answer is always ""not yet."" Vaccine availability information does give me some hope for normalcy, though.",I sigh and try to get through another week. What else can I do?,Information about specific things that other schools within the institution are doing (not my own school). Measures in place to help stop the spread.,"The same way I feel about the supposedly ""helpful"" news. Except in addition to making me feel misunderstood, this unhelpful news also just doesn't apply very well when it pertains to places/activities I'm never in anyway.",Nothing. I don't even fully read the emails because I know it'll just stress me out and they all say the same thing. A list of things I can't do isn't exactly very empowering.,"I have online classes, where there isn't really interaction. I teach a supplementary course on calculus as a TA, which involves teaching students/answering questions. Once a week, I have a peer mentor group check-in with two other students from my PhD program.  I do have one class in person this semester. Also, there's been one informal outdoor get-together with some first years in my program. ","Mostly really isolated. When every single interaction is on a screen, it makes me not want to interact with anyone extra because that equates to more screen time. I've often thought to myself that having everything online makes it feel ""not real."" Does it even count? Does anyone in the department actually care what I'm doing/if I'm succeeding? Being a TA and teaching a class is a little better than just attending class. I can be more engaged and answer student questions. They don't interact and speak up NEARLY as much as they would if we were in person, but it's nice to feel important/helpful in the eyes of some students. My peer mentor group, set up by the department at the beginning of the school year, is one of the only redeeming interactions I have. We chat about school or life and whatever. It's one of the primary ways I get communication about what classes to take or how the program goes, because I get next to no communication from the department itself. My one in-person class still doesn't have much interaction, but it's way better than online classes. Being in a classroom helps me be present mentally. That one in person get-together was also nice, but I had to set it up myself and it was a lot of work just for that. At least I got to see real people.",Nothing really. Stick to myself and get my work done. I don't feel accountable to anyone when I don't see anyone in person and there isn't communication from my department. It doesn't help my grades and motivation.,Not supported,Laleh,"I don't know if summer classes will be in-person or online. I don't know when I'll be able to use my office again, when I'm expected to be available on campus again. I don't know a dozen little details about my program because it's been so hard to get questions answered in this COVID world. I don't know if there are expectations surrounding getting vaccinated.",CHANGED,"I'm in a PhD program now, but having to do my first year in this format has made me want to quit several times. I used to know what job I wanted to do, but now I'm really unsure of myself.",,,Woman,No,Heterosexual or straight,White,,NA,Submit
8/1/2021 11:50:46,R_6PZfv6BMUFxIVkB,removed for now,removed for now,,Mathematical Sciences,,Student,Graduate student (second-year or above),,,None of these,,2,,0,0,2,"2,3",0,0,2,0,0,,"2,3",0,2,0,0,0,0,0,2,,,,"Yes, explicitly mentioning COVID-19",,I appreciate short communication written in text in an email so that I can quickly understand what I need to do.,"I appreciate it, makes things easier,.",I follow the instructions.,"I really hate when Purdue sends emails whose content is only a video of our president telling us what we need to know. It takes forever, I'm not interested in almost all of what he has to say, and it wastes my time when I'm trying to find useful information on covid.",Annoyed. see above.,sometimes I dont watch it at all.,really none,n/a,n/a,Not supported,Laleh,it took me longer than it should have to look up and find indiana's current covid guidelines when I was coming back to the state recently.,NO CHANGE,,Not at all,,Man,No,Gay,White,,,Submit
3/27/2021 22:02:17,R_6QMZ49CBPTn3FcJ,removed for now,removed for now,,Life Sciences,,Professional,Employee (including Postdoctoral Scholars),Private researcher,,"Near-first generation to college (a parent/guardian is a college graduate, but you had little to no exposure to information about how to succeed in college)",,1,1,0,1,1,0,1,0,0,0,0,Alot of the issues I was having pre-COVID improved dramatically since March 2020 as my funding went up.,0,1,0,0,0,0,0,0,0,,,Never able to finish PhD or switch schools to finish due to issues with advisor that surfaced when I tried to submit thesis (he disapproved of my spouse).,No,,"I was considering going back for a degree in administration, which would actually be a possibility with distance learning.  I was able to attend a virtual information session.",NA,NA,NA,NA,NA,NA,NA,NA,Not supported,Laleh,"I signed up early in the pandemic to work in COVID testing (as I have experience with high throughput PCR & lab automation), but was told I needed to sit at home watching Netflix & drinking wine instead of advocating for COVID zero by my local government official.  This official also told me I was an anti-Asian racist for wearing a mask in public (this was around April 2020).",CHANGED,I think I may be able to go back to school if I can attend virtually.,It has changed my plans,There is a lot more potential funding available (but this is more related to change from Trump Administration to Biden Administration than COVID-19).,Woman,No,Decline to state,Decline to state,,"I signed up early in the pandemic to work in COVID testing (as I have experience with high throughput PCR & lab automation), but was told I needed to sit at home watching Netflix & drinking wine instead of advocating for COVID zero by my local government official.  This official also told me I was an anti-Asian racist for wearing a mask in public (this was around April 2020).",Submit
